kanji;kankenLevel
葱;pre1
惣;pre1
湊;pre1
蒼;pre1
搔;pre1
綜;pre1
聡;pre1
槍;pre1
漕;pre1
噌;pre1
糟;pre1
甑;pre1
藪;pre1
鎗;pre1
叢;pre1
竈;pre1
鰺;pre1
巽;pre1
噂;pre1
樽;pre1
鱒;pre1
粟;pre1
詑;pre1
詫;pre1
苔;pre1
岱;pre1
殆;pre1
碓;pre1
腿;pre1
黛;pre1
托;pre1
啄;pre1
琢;pre1
擢;pre1
鐸;pre1
凧;pre1
韃;pre1
坦;pre1
耽;pre1
蛋;pre1
湛;pre1
椴;pre1
歎;pre1
檀;pre1
簞;pre1
騨;pre1
陀;pre1
柁;pre1
舵;pre1
雫;pre1
楕;pre1
乃;pre1
迺;pre1
醍;pre1
灘;pre1
智;pre1
馳;pre1
蜘;pre1
筑;pre1
蛛;pre1
丑;pre1
紐;pre1
紬;pre1
註;pre1
厨;pre1
苧;pre1
猪;pre1
樗;pre1
儲;pre1
瀦;pre1
吊;pre1
帖;pre1
凋;pre1
脹;pre1
喋;pre1
牒;pre1
肇;pre1
蔦;pre1
銚;pre1
暢;pre1
蝶;pre1
諜;pre1
鯛;pre1
寵;pre1
砧;pre1
椿;pre1
槌;pre1
鎚;pre1
辻;pre1
汀;pre1
剃;pre1
釘;pre1
悌;pre1
挺;pre1
梯;pre1
碇;pre1
禎;pre1
鼎;pre1
綴;pre1
鄭;pre1
薙;pre1
蹄;pre1
鵜;pre1
荻;pre1
鏑;pre1
姪;pre1
畷;pre1
轍;pre1
辿;pre1
淀;pre1
甜;pre1
顚;pre1
纏;pre1
禰;pre1
佃;pre1
鮎;pre1
澱;pre1
兎;pre1
杜;pre1
菟;pre1
堵;pre1
鍍;pre1
吋;pre1
宕;pre1
沓;pre1
套;pre1
兜;pre1
逗;pre1
桶;pre1
淘;pre1
董;pre1
塘;pre1
嶋;pre1
蕩;pre1
撞;pre1
樋;pre1
濤;pre1
檮;pre1
禱;pre1
鐙;pre1
栂;pre1
禿;pre1
竺;pre1
瀆;pre1
沌;pre1
敦;pre1
遁;pre1
噸;pre1
桐;pre1
萄;pre1
吞;pre1
凪;pre1
捺;pre1
楠;pre1
宍;pre1
撚;pre1
膿;pre1
囊;pre1
巴;pre1
杷;pre1
琶;pre1
頗;pre1
播;pre1
簸;pre1
吠;pre1
盃;pre1
牌;pre1
稗;pre1
狛;pre1
柏;pre1
粕;pre1
箔;pre1
硲;pre1
畠;pre1
捌;pre1
潑;pre1
醱;pre1
噺;pre1
叛;pre1
磐;pre1
幡;pre1
芭;pre1
狽;pre1
楳;pre1
煤;pre1
駁;pre1
曝;pre1
筏;pre1
挽;pre1
蕃;pre1
庇;pre1
枇;pre1
毘;pre1
匪;pre1
斐;pre1
緋;pre1
誹;pre1
轡;pre1
疋;pre1
畢;pre1
弼;pre1
逼;pre1
彪;pre1
豹;pre1
瓢;pre1
牝;pre1
彬;pre1
斌;pre1
瀕;pre1
梶;pre1
琵;pre1
謬;pre1
鋲;pre1
廟;pre1
錨;pre1
芙;pre1
斧;pre1
埠;pre1
鮒;pre1
楓;pre1
弗;pre1
吻;pre1
扮;pre1
焚;pre1
糞;pre1
蕪;pre1
撫;pre1
篦;pre1
碧;pre1
僻;pre1
篇;pre1
瞥;pre1
娩;pre1
鞭;pre1
甫;pre1
圃;pre1
葡;pre1
蒲;pre1
輔;pre1
鋪;pre1
呆;pre1
庖;pre1
朋;pre1
峯;pre1
逢;pre1
捧;pre1
烹;pre1
蓬;pre1
蔀;pre1
鞄;pre1
鳳;pre1
鋒;pre1
鴇;pre1
鵬;pre1
戊;pre1
牡;pre1
姥;pre1
莫;pre1
菩;pre1
卯;pre1
牟;pre1
茅;pre1
虻;pre1
萌;pre1
鉾;pre1
卜;pre1
穆;pre1
柾;pre1
俣;pre1
沫;pre1
麿;pre1
蔓;pre1
鰻;pre1
粍;pre1
鵡;pre1
棉;pre1
緬;pre1
摸;pre1
孟;pre1
蒙;pre1
杢;pre1
勿;pre1
籾;pre1
椛;pre1
悶;pre1
匁;pre1
也;pre1
耶;pre1
爺;pre1
鑓;pre1
愈;pre1
尤;pre1
邑;pre1
酉;pre1
佑;pre1
祐;pre1
宥;pre1
柚;pre1
揖;pre1
楢;pre1
猷;pre1
輿;pre1
涌;pre1
遥;pre1
蓉;pre1
楊;pre1
傭;pre1
熔;pre1
蠅;pre1
耀;pre1
鷹;pre1
慾;pre1
螺;pre1
萊;pre1
洛;pre1
蘭;pre1
李;pre1
哩;pre1
浬;pre1
狸;pre1
裡;pre1
鯉;pre1
栗;pre1
葎;pre1
掠;pre1
笠;pre1
琉;pre1
溜;pre1
劉;pre1
亮;pre1
凌;pre1
菱;pre1
梁;pre1
椋;pre1
稜;pre1
綾;pre1
諒;pre1
遼;pre1
淋;pre1
琳;pre1
燐;pre1
鱗;pre1
麟;pre1
婁;pre1
屢;pre1
伶;pre1
苓;pre1
怜;pre1
玲;pre1
嶺;pre1
礪;pre1
蠣;pre1
蓮;pre1
煉;pre1
漣;pre1
憐;pre1
聯;pre1
簾;pre1
魯;pre1
蕗;pre1
櫓;pre1
鷺;pre1
牢;pre1
狼;pre1
蝋;pre1
聾;pre1
肋;pre1
禄;pre1
漉;pre1
倭;pre1
窪;pre1
歪;pre1
隈;pre1
或;pre1
椀;pre1
碗;pre1
丫;1
堊;1
婀;1
椏;1
痾;1
鴉;1
錏;1
鐚;1
阨;1
哇;1
埃;1
欸;1
隘;1
鞋;1
噯;1
藹;1
靄;1
靉;1
あおさば;1
幄;1
齷;1
遖;1
軋;1
遏;1
閼;1
蚫;1
晏;1
菴;1
罨;1
諳;1
餡;1
鮟;1
黯;1
已;1
矣;1
苡;1
怡;1
姨;1
洟;1
韋;1
恚;1
倚;1
痍;1
帷;1
猗;1
貽;1
幃;1
欹;1
渭;1
痿;1
肄;1
蝟;1
頤;1
熨;1
縊;1
噫;1
彝;1
鰄;1
饐;1
懿;1
鵤;1
閾;1
澳;1
燠;1
鬻;1
いさざ;1
鶍;1
弌;1
聿;1
佚;1
軼;1
鴪;1
鎰;1
鷸;1
圦;1
鮇;1
尹;1
茵;1
蚓;1
殷;1
婬;1
喑;1
堙;1
湮;1
隕;1
酳;1
慇;1
殞;1
螾;1
贇;1
霪;1
于;1
盂;1
禹;1
竽;1
紆;1
桙;1
傴;1
齲;1
茴;1
鯏;1
鯎;1
芸;1
紜;1
耘;1
慍;1
暈;1
褞;1
縕;1
薀;1
繧;1
蘊;1
韞;1
饂;1
咏;1
郢;1
裔;1
塋;1
楹;1
瑩;1
霙;1
殪;1
翳;1
瀛;1
蠑;1
贏;1
癭;1
纓;1
奕;1
掖;1
腋;1
蜴;1
懌;1
繹;1
鯣;1
鱛;1
曰;1
戉;1
粤;1
鉞;1
噎;1
噦;1
蛯;1
魞;1
衍;1
爰;1
冤;1
莚;1
悁;1
捐;1
婉;1
淹;1
焉;1
偃;1
掾;1
湲;1
筵;1
蜒;1
蜿;1
嫣;1
蝘;1
豌;1
鋺;1
閻;1
閹;1
轅;1
檐;1
簷;1
嚥;1
臙;1
鼴;1
讌;1
魘;1
黶;1
唹;1
淤;1
嗚;1
噁;1
汪;1
怏;1
枉;1
泓;1
殃;1
瓮;1
秧;1
媼;1
鞅;1
嘔;1
嫗;1
懊;1
甌;1
謳;1
甕;1
鏖;1
罌;1
嚶;1
鶲;1
鮱;1
膃;1
縅;1
俤;1
颪;1
瘟;1
鰮;1
戈;1
囮;1
找;1
呵;1
枷;1
柯;1
珈;1
痂;1
哥;1
笳;1
舸;1
訛;1
谺;1
葭;1
訶;1
跏;1
軻;1
堝;1
遐;1
廈;1
瑕;1
窩;1
裹;1
夥;1
蝸;1
蝌;1
踝;1
罅;1
顆;1
譁;1
譌;1
鰕;1
丐;1
夬;1
价;1
乖;1
疥;1
徊;1
枴;1
迴;1
偕;1
蛔;1
喙;1
愒;1
揩;1
傀;1
褂;1
詼;1
隗;1
匯;1
嵬;1
誨;1
誡;1
槐;1
瑰;1
薤;1
廨;1
懈;1
獪;1
膾;1
邂;1
醢;1
鱠;1
嬶;1
恪;1
挌;1
狢;1
埆;1
桷;1
喀;1
椁;1
貉;1
膈;1
幗;1
愨;1
槨;1
霍;1
骼;1
馘;1
擱;1
蠖;1
覈;1
矍;1
癨;1
攫;1
鷽;1
钁;1
鵥;1
錺;1
鮖;1
鎹;1
綛;1
纃;1
鯑;1
桛;1
刮;1
劼;1
曷;1
戛;1
聒;1
蛞;1
猾;1
瞎;1
羯;1
蝎;1
豁;1
闊;1
鞨;1
黠;1
蠍;1
叺;1
裃;1
丱;1
奸;1
扞;1
罕;1
坎;1
旱;1
旰;1
杆;1
邯;1
坩;1
拑;1
咸;1
奐;1
宦;1
柬;1
疳;1
悍;1
捍;1
栞;1
浣;1
蚶;1
啣;1
涵;1
皖;1
稈;1
酣;1
喊;1
嵌;1
揀;1
渙;1
豢;1
骭;1
戡;1
煥;1
箝;1
銜;1
緘;1
嫻;1
嫺;1
盥;1
圜;1
寰;1
撼;1
橄;1
澣;1
癇;1
瞰;1
艱;1
駻;1
鼾;1
歛;1
檻;1
瀚;1
轗;1
鰔;1
鹹;1
懽;1
鐶;1
鰥;1
鬟;1
讙;1
驩;1
鸛;1
莪;1
哦;1
娥;1
訝;1
衙;1
鵝;1
乂;1
艾;1
垓;1
孩;1
豈;1
啀;1
剴;1
睚;1
愾;1
皚;1
磑;1
駭;1
鮠;1
礙;1
咢;1
萼;1
鄂;1
愕;1
諤;1
壑;1
鶚;1
齶;1
呏;1
莟;1
偐;1
嵒;1
頷;1
龕;1
几;1
卉;1
圻;1
杞;1
癸;1
枳;1
耆;1
剞;1
唏;1
萁;1
跂;1
馗;1
悸;1
掎;1
晞;1
欷;1
逵;1
喟;1
揆;1
朞;1
畸;1
祺;1
詭;1
跪;1
愧;1
暉;1
綺;1
綦;1
匱;1
僖;1
踑;1
麾;1
熙;1
冀;1
曁;1
熹;1
禧;1
虧;1
覬;1
諱;1
燬;1
簣;1
騏;1
櫃;1
譏;1
餽;1
饋;1
饑;1
羇;1
羈;1
屭;1
驥;1
椈;1
鞫;1
鶎;1
鱚;1
屹;1
佶;1
拮;1
訖;1
糺;1
岌;1
疚;1
穹;1
邱;1
咎;1
柩;1
赳;1
躬;1
蚯;1
逑;1
毬;1
翕;1
舅;1
裘;1
摎;1
樛;1
歙;1
鬮;1
苣;1
炬;1
秬;1
倨;1
筥;1
鉅;1
踞;1
墟;1
歔;1
遽;1
醵;1
欅;1
孒;1
匈;1
夾;1
羌;1
矜;1
姜;1
恟;1
恊;1
拱;1
洶;1
莢;1
陜;1
框;1
皎;1
竟;1
梟;1
筐;1
蛩;1
蛬;1
筴;1
跫;1
兢;1
誑;1
篋;1
鋏;1
鞏;1
嬌;1
僵;1
薑;1
襁;1
徼;1
橇;1
繦;1
竅;1
疆;1
蹻;1
轎;1
嚮;1
驕;1
亟;1
洫;1
勖;1
棘;1
跼;1
蕀;1
髷;1
檋;1
瓩;1
竏;1
听;1
忻;1
衾;1
菫;1
掀;1
窘;1
鈞;1
釿;1
箘;1
槿;1
瑾;1
噤;1
擒;1
懃;1
覲;1
麕;1
饉;1
釁;1
沂;1
羲;1
嶬;1
嶷;1
礒;1
魏;1
艤;1
曦;1
巍;1
瘧;1
謔;1
圉;1
馭;1
僥;1
嶢;1
澆;1
翹;1
蟯;1
驍;1
垠;1
崟;1
憖;1
齦;1
吁;1
劬;1
吼;1
佝;1
枸;1
栩;1
煦;1
嶇;1
窶;1
瞿;1
懼;1
衢;1
倔;1
崛;1
椚;1
俥;1
葷;1
裙;1
皹;1
燻;1
醺;1
禺;1
颶;1
麌;1
嵎;1
耦;1
藕;1
冏;1
盻;1
迥;1
剄;1
勁;1
奎;1
挂;1
炯;1
勍;1
奚;1
硅;1
絅;1
脛;1
袿;1
逕;1
痙;1
笄;1
煢;1
禊;1
綮;1
閨;1
夐;1
磬;1
薊;1
髻;1
檠;1
谿;1
蹊;1
蟪;1
謦;1
醯;1
瓊;1
鶪;1
纈;1
孑;1
刔;1
抉;1
訐;1
挈;1
桀;1
偈;1
厥;1
歇;1
碣;1
竭;1
頡;1
獗;1
闕;1
譎;1
蹶;1
襭;1
幵;1
姸;1
俔;1
痃;1
虔;1
娟;1
枅;1
涓;1
狷;1
眷;1
惓;1
愃;1
筧;1
腱;1
蒹;1
蜆;1
鉗;1
愆;1
慊;1
暄;1
綣;1
蜷;1
慳;1
搴;1
歉;1
甄;1
諠;1
黔;1
嶮;1
臉;1
謇;1
蹇;1
壎;1
瞼;1
繝;1
羂;1
鵑;1
騫;1
譴;1
顴;1
倪;1
猊;1
睨;1
貎;1
霓;1
鯢;1
麑;1
黥;1
囈;1
郤;1
覡;1
鴃;1
闃;1
檄;1
鬩;1
鷁;1
孼;1
櫱;1
齧;1
糵;1
芫;1
阮;1
呟;1
眩;1
衒;1
鉉;1
愿;1
螈;1
儼;1
冱;1
夸;1
估;1
刳;1
呱;1
怙;1
沽;1
罟;1
胯;1
凅;1
蛄;1
扈;1
涸;1
瓠;1
觚;1
詁;1
辜;1
琥;1
痼;1
賈;1
箍;1
滬;1
滸;1
蝴;1
鴣;1
瞽;1
餬;1
蠱;1
亢;1
扣;1
扛;1
伉;1
肛;1
肓;1
匣;1
吭;1
杠;1
汞;1
矼;1
苟;1
呷;1
杲;1
昊;1
狎;1
缸;1
胛;1
咬;1
哄;1
姮;1
恍;1
洽;1
洸;1
狡;1
盍;1
羔;1
耿;1
冓;1
胱;1
蚣;1
訌;1
逅;1
哽;1
哮;1
栲;1
桄;1
烋;1
倥;1
寇;1
悾;1
晧;1
淆;1
皓;1
窖;1
絳;1
絖;1
絎;1
蛟;1
隍;1
徨;1
惶;1
傚;1
猴;1
粳;1
蒿;1
觥;1
詬;1
遑;1
閘;1
頏;1
媾;1
搆;1
溘;1
滉;1
煌;1
睾;1
箜;1
誥;1
遘;1
閧;1
慷;1
敲;1
槁;1
槓;1
槔;1
熕;1
犒;1
篁;1
篌;1
膠;1
蝗;1
靠;1
餃;1
篝;1
薨;1
鬨;1
嚆;1
磽;1
覯;1
鍠;1
鵁;1
鴿;1
簧;1
鎬;1
闔;1
壙;1
羹;1
鏗;1
曠;1
鰉;1
纊;1
纐;1
鱇;1
黌;1
糀;1
凩;1
剋;1
哭;1
斛;1
梏;1
槲;1
轂;1
鮲;1
鯒;1
兀;1
矻;1
笏;1
榾;1
鶻;1
鮗;1
鞐;1
榀;1
怺;1
很;1
狠;1
袞;1
悃;1
菎;1
崑;1
棍;1
渾;1
焜;1
蒟;1
跟;1
壼;1
溷;1
褌;1
滾;1
諢;1
鯀;1
鯤;1
鶤;1
忤;1
沍;1
茣;1
唔;1
圄;1
晤;1
牾;1
蜈;1
寤;1
鼯;1
齬;1
吽;1
哈;1
盒;1
敖;1
毫;1
嗷;1
慠;1
遨;1
熬;1
螯;1
囂;1
鱟;1
鼇;1
蓙;1
鮴;1
扠;1
岔;1
柤;1
莎;1
娑;1
梭;1
渣;1
嗟;1
嗄;1
搓;1
槎;1
瑣;1
磋;1
簑;1
鮓;1
蹉;1
鯊;1
犲;1
洒;1
豺;1
倅;1
釵;1
崔;1
淬;1
猜;1
靫;1
焠;1
腮;1
綵;1
蔡;1
摧;1
寨;1
縡;1
儕;1
賽;1
顋;1
鰓;1
灑;1
纔;1
曬;1
さかほこ;1
柞;1
炸;1
做;1
筰;1
嘖;1
槊;1
醋;1
簀;1
齪;1
鑿;1
逧;1
扎;1
紮;1
箚;1
颯;1
扨;1
汕;1
芟;1
刪;1
衫;1
閂;1
跚;1
盞;1
粲;1
潸;1
簒;1
糝;1
繖;1
霰;1
驂;1
攢;1
纘;1
鑽;1
爨;1
塹;1
嶄;1
慙;1
槧;1
竄;1
鏨;1
儳;1
巉;1
懺;1
讒;1
尸;1
卮;1
朿;1
豕;1
阯;1
址;1
沚;1
祀;1
呰;1
泗;1
侈;1
茲;1
咨;1
咫;1
屎;1
俟;1
疵;1
祠;1
祗;1
翅;1
舐;1
虒;1
蚩;1
畤;1
耜;1
趾;1
徙;1
梔;1
瓷;1
痣;1
竢;1
粢;1
觜;1
貲;1
啻;1
廁;1
弑;1
揣;1
肆;1
蓍;1
嗜;1
嗤;1
塒;1
滓;1
緇;1
輜;1
駟;1
駛;1
魳;1
嘴;1
幟;1
廝;1
篩;1
縒;1
諡;1
錙;1
鴟;1
熾;1
鮨;1
鵄;1
贄;1
鯔;1
鰤;1
鷙;1
聢;1
梻;1
桎;1
瑟;1
蝨;1
蟋;1
隰;1
躾;1
炙;1
偖;1
奢;1
鉈;1
蔗;1
赭;1
藉;1
瀉;1
鷓;1
芍;1
妁;1
斫;1
綽;1
繳;1
爍;1
癪;1
嚼;1
鑠;1
鯱;1
侏;1
茱;1
炷;1
娶;1
棕;1
銖;1
麈;1
繻;1
鬚;1
岫;1
泅;1
脩;1
售;1
啾;1
愀;1
湫;1
綉;1
遒;1
楸;1
楫;1
溲;1
聚;1
甃;1
皺;1
緝;1
銹;1
螽;1
鞦;1
鰌;1
讐;1
驟;1
俶;1
菽;1
倏;1
蓿;1
蹙;1
蟀;1
齣;1
悛;1
浚;1
逡;1
皴;1
雋;1
惷;1
蕣;1
儁;1
濬;1
鰆;1
蠢;1
苴;1
沮;1
胥;1
疽;1
砠;1
蛆;1
詛;1
雎;1
墅;1
嶼;1
劭;1
邵;1
炒;1
牀;1
庠;1
陞;1
峭;1
悚;1
悄;1
浹;1
倡;1
笙;1
舂;1
逍;1
捷;1
淌;1
猖;1
稍;1
竦;1
翔;1
鈔;1
廂;1
敞;1
椒;1
椄;1
睫;1
筱;1
頌;1
誚;1
誦;1
韶;1
嶂;1
慴;1
摏;1
銷;1
霄;1
餉;1
慫;1
憔;1
樅;1
殤;1
漿;1
璋;1
瘴;1
蕭;1
薔;1
踵;1
霎;1
嘯;1
聳;1
燮;1
檣;1
牆;1
聶;1
觴;1
蹤;1
鬆;1
鮹;1
簫;1
艢;1
鏘;1
瀟;1
囁;1
懾;1
鱆;1
鷦;1
鱶;1
顳;1
昃;1
喞;1
寔;1
蜀;1
軾;1
嗇;1
禝;1
稷;1
謖;1
穡;1
贖;1
矚;1
岑;1
忱;1
沁;1
呻;1
抻;1
哂;1
畛;1
袗;1
宸;1
脣;1
晨;1
軫;1
罧;1
蓁;1
蜃;1
嗔;1
斟;1
蔘;1
滲;1
瞋;1
箴;1
蕈;1
縉;1
臻;1
鍼;1
駸;1
齔;1
簪;1
瀋;1
譖;1
襯;1
鷆;1
讖;1
籡;1
怩;1
峙;1
恃;1
珥;1
輀;1
孳;1
膩;1
臑;1
邇;1
忸;1
衄;1
舳;1
衵;1
昵;1
麝;1
蒻;1
搦;1
鵲;1
鶸;1
戍;1
孺;1
襦;1
顬;1
狃;1
絨;1
揉;1
糅;1
蹂;1
鞣;1
孰;1
朮;1
戌;1
恤;1
荀;1
徇;1
恂;1
洵;1
筍;1
詢;1
蓴;1
諄;1
鶉;1
抒;1
茹;1
絮;1
舒;1
耡;1
蜍;1
仍;1
仗;1
拯;1
烝;1
掟;1
嫋;1
蕘;1
諚;1
遶;1
襄;1
嬲;1
繞;1
攘;1
饒;1
禳;1
躡;1
鑷;1
驤;1
蓐;1
溽;1
褥;1
縟;1
仞;1
紉;1
恁;1
袵;1
糂;1
蕁;1
潯;1
燼;1
贐;1
鱏;1
祟;1
萃;1
陲;1
彗;1
悴;1
捶;1
瘁;1
綏;1
榱;1
膵;1
隧;1
雖;1
燧;1
邃;1
騅;1
芻;1
菘;1
陬;1
鄒;1
苆;1
鯐;1
辷;1
隋;1
惴;1
砌;1
穽;1
眥;1
凊;1
晟;1
菁;1
悽;1
旌;1
淒;1
惺;1
掣;1
猩;1
睛;1
筬;1
腥;1
蜻;1
嘶;1
撕;1
薺;1
擠;1
臍;1
鶄;1
躋;1
齎;1
霽;1
齏;1
躮;1
迹;1
淅;1
跖;1
晰;1
皙;1
蓆;1
裼;1
勣;1
蜥;1
瘠;1
槭;1
磧;1
螫;1
蹐;1
蹠;1
鶺;1
泄;1
浙;1
紲;1
啜;1
晢;1
梲;1
絏;1
渫;1
楔;1
截;1
緤;1
薛;1
褻;1
歠;1
刋;1
仟;1
阡;1
吮;1
疝;1
戔;1
荐;1
陝;1
旃;1
栫;1
涎;1
倩;1
痊;1
笘;1
剪;1
筌;1
筅;1
孱;1
牋;1
跣;1
尠;1
僉;1
僊;1
綫;1
銓;1
銛;1
僭;1
翦;1
嬋;1
潺;1
璇;1
磚;1
擅;1
暹;1
甎;1
簓;1
餞;1
氈;1
獮;1
瞻;1
濺;1
燹;1
簽;1
羶;1
蟾;1
蘚;1
譫;1
贍;1
闡;1
孅;1
鐫;1
饌;1
殲;1
癬;1
顫;1
籤;1
鱓;1
韆;1
甅;1
竰;1
毳;1
筮;1
蛻;1
蜹;1
噬;1
贅;1
冉;1
喘;1
髯;1
蠕;1
咀;1
徂;1
泝;1
胙;1
怎;1
俎;1
祚;1
梳;1
甦;1
酥;1
蔬;1
愬;1
齟;1
麤;1
卅;1
匆;1
艸;1
皁;1
妝;1
抓;1
剏;1
帚;1
怱;1
笊;1
叟;1
奘;1
娵;1
崢;1
掫;1
淙;1
偬;1
棗;1
筲;1
腠;1
剿;1
勦;1
嫂;1
愴;1
搶;1
歃;1
滄;1
箒;1
箏;1
粽;1
嗾;1
嗽;1
漱;1
瘡;1
諍;1
樔;1
艙;1
艘;1
輳;1
錚;1
噪;1
懆;1
澡;1
簇;1
艚;1
蹌;1
譟;1
躁;1
孀;1
籔;1
囃;1
仄;1
惻;1
熄;1
猝;1
杣;1
艝;1
轌;1
忖;1
邨;1
拵;1
蹲;1
臧;1
慥;1
贓;1
蔟;1
鏃;1
佗;1
侘;1
咤;1
粏;1
跎;1
躱;1
紿;1
詒;1
瑇;1
蔕;1
颱;1
褪;1
駘;1
頽;1
薹;1
擡;1
蠆;1
鐓;1
靆;1
拆;1
柝;1
倬;1
啅;1
磔;1
謫;1
戳;1
襷;1
哳;1
撻;1
燵;1
闥;1
眈;1
疸;1
站;1
袒;1
酖;1
啖;1
覃;1
赧;1
毯;1
湍;1
猯;1
痰;1
蜑;1
亶;1
靼;1
摶;1
緞;1
鄲;1
憚;1
潭;1
憺;1
殫;1
澹;1
襌;1
賺;1
餤;1
譚;1
鐔;1
攤;1
朶;1
兌;1
沱;1
娜;1
拿;1
梛;1
駝;1
鴕;1
懦;1
糯;1
餒;1
妲;1
怛;1
獺;1
蟎;1
煖;1
胝;1
笞;1
黹;1
輊;1
雉;1
褫;1
踟;1
篪;1
魑;1
躓;1
黐;1
帙;1
膣;1
蟄;1
鵆;1
狆;1
紂;1
冑;1
胄;1
惆;1
鈕;1
稠;1
誅;1
綢;1
儔;1
鍮;1
疇;1
籌;1
籒;1
躊;1
黜;1
佇;1
杼;1
竚;1
紵;1
楮;1
躇;1
疔;1
佻;1
迢;1
昶;1
冢;1
鬯;1
晁;1
窕;1
悵;1
貂;1
誂;1
蜩;1
趙;1
輒;1
漲;1
髫;1
褶;1
雕;1
鰈;1
齠;1
糶;1
陟;1
飭;1
躅;1
騭;1
趁;1
椹;1
碪;1
鴆;1
闖;1
縋;1
閊;1
鶫;1
褄;1
弖;1
叮;1
彽;1
酊;1
柢;1
牴;1
涕;1
羝;1
逞;1
梃;1
睇;1
裎;1
觝;1
詆;1
啼;1
幀;1
棣;1
渟;1
蜓;1
遉;1
髢;1
酲;1
霆;1
赬;1
騁;1
嚔;1
蟶;1
狄;1
迪;1
剔;1
逖;1
擲;1
糴;1
覿;1
躑;1
屮;1
咥;1
垤;1
耋;1
跌;1
銕;1
輟;1
錣;1
餮;1
忝;1
沾;1
恬;1
殄;1
唸;1
腆;1
覘;1
奠;1
椽;1
碾;1
篆;1
諂;1
廛;1
霑;1
靦;1
輾;1
癜;1
簟;1
囀;1
躔;1
巓;1
癲;1
濔;1
瓧;1
籵;1
竍;1
滌;1
瓰;1
竕;1
涅;1
甸;1
畋;1
鈿;1
臀;1
肚;1
荼;1
蚪;1
屠;1
睹;1
跿;1
覩;1
闍;1
蠹;1
叨;1
夲;1
抖;1
苳;1
荅;1
恫;1
疼;1
荳;1
剳;1
掏;1
掉;1
偸;1
棹;1
棠;1
絛;1
罩;1
搗;1
搨;1
滔;1
溏;1
綯;1
骰;1
榻;1
鬧;1
嶝;1
幢;1
滕;1
縢;1
螗;1
橙;1
橦;1
盪;1
磴;1
螳;1
蹈;1
鞜;1
擣;1
檔;1
礑;1
襠;1
鞳;1
鼕;1
櫂;1
蟷;1
韜;1
鶇;1
竇;1
籐;1
鐺;1
鰧;1
饕;1
儻;1
纛;1
鵇;1
慝;1
牘;1
犢;1
黷;1
吶;1
咄;1
柮;1
訥;1
迚;1
鞆;1
瓲;1
飩;1
遯;1
暾;1
燉;1
呶;1
孥;1
帑;1
弩;1
駑;1
衲;1
慟;1
僮;1
撓;1
儂;1
瞠;1
耨;1
橈;1
獰;1
艟;1
鐃;1
曩;1
髑;1
鯲;1
肭;1
嫩;1
壜;1
罎;1
儺;1
屶;1
魸;1
喃;1
弍;1
錵;1
鳰;1
姙;1
荵;1
佞;1
嚀;1
濘;1
檸;1
捏;1
拈;1
鯰;1
瑙;1
叭;1
坡;1
怕;1
爬;1
玻;1
笆;1
耙;1
菠;1
葩;1
跛;1
坏;1
孛;1
沛;1
佩;1
胚;1
悖;1
旆;1
珮;1
徘;1
湃;1
碚;1
裴;1
霈;1
憊;1
癈;1
擺;1
帛;1
佰;1
陌;1
珀;1
雹;1
搏;1
膊;1
魄;1
駮;1
璞;1
擘;1
檗;1
鰰;1
鱩;1
撥;1
鎺;1
鰙;1
鰚;1
泛;1
范;1
拌;1
胖;1
袢;1
笵;1
絆;1
鈑;1
槃;1
瘢;1
魬;1
樊;1
潘;1
膰;1
燔;1
繙;1
蹣;1
旛;1
攀;1
鷭;1
楾;1
蟇;1
苺;1
玫;1
霾;1
黴;1
貊;1
寞;1
獏;1
貘;1
瀑;1
驀;1
袙;1
跋;1
魃;1
卍;1
輓;1
蟠;1
礬;1
匕;1
丕;1
妣;1
屁;1
陂;1
狒;1
砒;1
秕;1
朏;1
紕;1
俾;1
菲;1
婢;1
痞;1
脾;1
腓;1
琲;1
痹;1
痺;1
蓖;1
裨;1
賁;1
翡;1
蜚;1
鄙;1
鞁;1
榧;1
霏;1
臂;1
嚊;1
髀;1
羆;1
靡;1
鯡;1
鵯;1
譬;1
贔;1
篳;1
謐;1
蹕;1
凭;1
殍;1
馮;1
猋;1
剽;1
嫖;1
慓;1
憑;1
縹;1
飄;1
飆;1
驃;1
鰾;1
嬪;1
擯;1
檳;1
殯;1
蘋;1
嚬;1
繽;1
顰;1
弭;1
媚;1
寐;1
嵋;1
糒;1
薇;1
糜;1
縻;1
麋;1
瀰;1
繆;1
杪;1
眇;1
渺;1
緲;1
藐;1
旻;1
泯;1
罠;1
閔;1
愍;1
緡;1
憫;1
鬢;1
仆;1
孚;1
巫;1
苻;1
咐;1
坿;1
拊;1
罘;1
柎;1
俘;1
郛;1
俯;1
趺;1
桴;1
腑;1
傅;1
艀;1
蜉;1
鳧;1
溥;1
誣;1
孵;1
榑;1
麩;1
賻;1
黼;1
呎;1
瘋;1
諷;1
茯;1
袱;1
匐;1
愎;1
箙;1
蔔;1
蝠;1
蝮;1
輻;1
輹;1
馥;1
鞴;1
鰒;1
彿;1
怫;1
祓;1
髴;1
黻;1
梺;1
刎;1
芬;1
吩;1
忿;1
枌;1
氛;1
濆;1
毋;1
嘸;1
廡;1
憮;1
錻;1
紊;1
秉;1
苹;1
幷;1
炳;1
娉;1
萍;1
屛;1
敝;1
睥;1
聘;1
薜;1
鮃;1
嬖;1
斃;1
辟;1
劈;1
甓;1
襞;1
躄;1
